Company Name,Company Revenue (in millions),Employee Head Count,Company Industry,Company Specialities,Company Type,Company Location Country Name,Company Location City,Company Location Timezone,AccountID,LeadID
Teradyne,3100,5400,Industrial Automation,"Electronics Manufacturing, Robotics, Semiconductor Test, Industrial Automation, Production Board Test, System Level Test, Storage Test, Wireless Test, Memory Test",Public Company,United States,North Reading,EST,7110,106060
Terex Corporation,4100,10600,Machinery Manufacturing,"Terex builds the equipment that helps build the world's infrastructure., Terex mobile cranes, Powerscreen crushing and screening equipment, EvoQuip compact crushing and screening equipment, Fuchs material handlers, Terex Finlay crushing and screening equipment, CBI horizontal grinders and industrial wood chippers, Terex utility aerial devices, digger derricks and auger tools, Terex Financial Services, Genie telehandlers, Terex Ecotec wood processing, biomass and recycling equipment, Terex Bid-Well concrete roller pavers, Terex front discharge mixer trucks, Terex MPS crushing and screening equipment, Genie booms, lifts and work platforms",Public Company,United States,Norwalk,EST,7120,106070
Terumo Blood and Cell Technologies,2200,3200,Medical Device,"blood component separation and processing, therapeutic apheresis, cellular technologies, regenerative medicine",Public Company,United States,Lakewood,EST,7130,106080
Terumo Medical Corporation,2300,5500,Medical Device,"Terumo Interventional Systems markets medical devices for endovascular procedures: peripheral embolization, transradial solutions, introducer sheaths, guiding sheaths, guidewires, angiographic catheters, coronary catheters, microcatheters, embolics",Public Company,United States,Somerset,EST,7140,106090
Textron,14000,35000,Aviation and Aerospace Component Manufacturing,"Conglomerate, Aviation & Aerospace, Industrial, Defense",Public Company,United States,Providence,EST,7150,106100
The AES Corporation,10700,10500,Utilities,"Energy, Clean Energy, Renewable Energy, Solar Energy, Wind Energy, Green Hydrogen",Public Company,United States,Arlington,EST,7160,106110
The Aerospace Corporation,3800,3400,Defense and Space Manufacturing,"Aerospace, Defense, Space Policy , Technology, Computer Science, Software Engineering, Remote Sensing, Small Satellites, Launch Vehicles, Autonomous Systems, Artificial Intelligence, Machine Learning, Optical Communications, Laser Communications, Launch Certification, Government Relations, Propulsion Science, Space Research, Additive Manufacturing, Electric Propulsion, Engineering",Nonprofit,United States,El Segundo,EST,7170,106120
The Associated Press,500,3000,Media Production,"Content solutions and news services, Archive content, Content production and distribution, Broadcast facilities, Newsroom production software, Media tools, Partnership opportunities",Nonprofit,United States,New York,EST,7180,106130
The Chemours Company,6100,7000,Chemical Manufacturing,"Titanium Technologies, Advanced Performance Materials, Thermal & Specialized Solutions, Chemical Solutions",Public Company,United States,Wilmington,EST,7190,106140
The College of St. Scholastica,200,1500,Higher Education,"Undergraduate and graduate degree programs in Health Sciences, Management/MBA, Education, Health Information Management",Educational Institution,United States,Duluth,EST,7200,106150
The Davey Tree Expert Company,1300,9500,Environmental Services,"tree services, grounds maintenance, environmental consulting services",Privately Held,United States,Kent,EST,7210,106160
The Doctors Company,1200,850,Insurance,"Medical malpractice insurance for physicians, surgeons, large groups, hospitals, and integrated  delivery systems, medical practice coverages, patient safety and risk management, CME, claims management",Privately Held,United States,Napa,EST,7220,106170
The Hershey Company,8500,16000,Manufacturing,Consumer Packaged Goods,Public Company,United States,Hershey,EST,7230,106180
The Hillman Group,1200,2900,Manufacturing,,Public Company,United States,Cincinnati,EST,7250,106190
The Johns Hopkins University School of Medicine,3500,20000,Hospitals and Health Care,,Educational Institution,United States,Baltimore,EST,7260,106200
The Lane Construction Corporation,2200,5200,Construction,"Public-Private Partnerships, Design-Build, Heavy Civil Construction, Highways, Bridges, Airports, Specialty Paving, Products",Privately Held,United States,Cheshire,EST,7280,106210
The Lubrizol Corporation,6500,8700,Chemical Manufacturing,"Driveline Additives, Engine Additives, Fuel Additives, Industrial Additives, Viscosity Modifiers, Engineered Polymers, LifeScience Polymers, Performance Coatings, Personal and Home Care, Science",Privately Held,United States,Wickliffe,EST,7290,106220
The Timken Company,3400,17000,Industrial Machinery Manufacturing,"friction management, power transmission, bearings, rail, aerospace, automotive, construction, consumer, defense, energy, industrial equipment, health, heavy industry, machine tool, positioning control, power generation",Public Company,United States,North Canton,EST,7300,106230
The University of Lahore,300,1800,Education Administration Programs,"Engineering, Medical Sciences, Medicines, Technology, Business Administration, Micro Biology and Biotechnology, Computer Sciences, School of Creative Arts, Nursing, English Literature",Educational Institution,Pakistan,Lahore,PKT,7310,106240
Tommy Bahama,680,3200,Apparel & Fashion,,Public Company,United States,Seattle,EST,7320,106250
Toptal,300,400,Computer Software,"Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB",Privately Held,United States,San Francisco,PST,7330,106260
Total Wine & More,4000,9000,Retail,"Wine, Spirits, experiential retail, retail, privately owned",Privately Held,United States,Bethesda,EST,7340,106270
Tower International,2100,5700,Motor Vehicle Manufacturing,"body-structure stampings, frames, other chassis structures, complex welded assemblies",Privately Held,United States,New Boston,EST,7350,106280
Toyo Tires,1100,3200,Automotive,,Privately Held,United States,Costa Mesa,EST,7360,106290
TranSystems,600,1200,Civil Engineering,"Transportation Engineering, Transportation Planning, Transportation Architecture, Bridges, Intermodal, Construction Management",Privately Held,United States,Kansas City,EST,7370,106300
Tredence Inc.,300,1300,Business Consulting and Services,"Advanced Analytics, Analytics Consulting, Machine Learning, Data Management, Analytics Solutions, AI Consulting, Customer Analytics, Data Engineering, Supply Chain Analytics, Customer Experience Analytics, AI Engineering",Privately Held,United States,San Jose,EST,7380,106310
Trek Bicycle,1200,1800,Sporting Goods,"Product Development, Design, Engineering, Cycling, Human Resources, Marketing, Communication, Finance, Mountain Bikes, Manufacturing, Social Media, Health, Information Technology, Events, Cycling Athletes, Videography, Photography, outdoor industry, Fitness, Triathlon, Internships, Corporate, Retail, Sales, eCommerce, Bicycles, Distribution, Information Systems",Privately Held,United States,Waterloo,EST,7390,106320
TriHealth,2300,11900,Hospitals and Health Care,,Nonprofit,United States,Cincinnati,EST,7400,106330
Tronox,2300,3600,Chemical Manufacturing,"Pigment, Titanium Dioxide, Mineral Sands, Mining, zircon, pig iron, titanium ore",Public Company,United States,Stamford,EST,7410,106340
Trulieve,1800,5000,Alternative Medicine,,Public Company,United States,Tallahassee,EST,7420,106350
UNDSS,500,3200,Security and Investigations,"To support and enable the effective conduct of United Nations activities by ensuring a coherent, effective and timely response to all security-related threats and other emergencies;",Nonprofit,United States,New York,EST,7430,106360
US Airways (now American Airlines),24000,32000,Airlines and Aviation,Airline Travel,Public Company,United States,Fort Worth,CST,7440,106370
UScellular,4000,5300,Telecommunications,"Customer Service, Retail Sales, Marketing, Engineering, Information Services, Business to Business, Telecommunication, Wireless, IoT, B2B, B2C, Top Workplace, 5G",Public Company,United States,Chicago,EST,7450,106380
UniFirst Corporation,1800,14000,Textiles,"Uniforms, Uniform Rent, Lease, Buy Programs, Facility Services, Healthcare Apparel & Facility Services, Corporate Casual Attire, Standard Workwear, Protective Clothing, Industry Specific Programs, Workwear",Public Company,United States,Wilmington,EST,7460,106390
United Bank,500,2000,Financial Services,"Personal Banking, Business Banking, Wealth Management, Mortgage, Brokerage, Financial Advisors, Commercial Banking, Mobile Banking, Online Banking, Treasury Management, Financial Literacy",Public Company,United States,Vienna,EST,7470,106400
United Technologies,59000,240000,Aviation and Aerospace Component Manufacturing,"Aerospace & Defense, Aviation",Public Company,United States,Farmington,EST,7480,106410
Univar Solutions,8600,9400,Chemical Manufacturing,"Industries served: agricultural chemicals, biofuels, chemical manufacturing, coatings, compounding, energy, food, forestry, mining, pharmaceutical, personal care, pest control, waste management, water treatment, agriculture, chemical distribution, adhesives, Clean Foods",Public Company,United States,Downers Grove,EST,7490,106420
University of Arkansas,850,4500,Higher Education,"College of Agricultural, Food & Life Sciences, College of Engineering, Walton College of Business, School of Law, Fulbright College of Arts & Sciences, Fay Jones School of Architecture, Honors College, College of Education & Health Professions, Graduate School",Educational Institution,United States,Fayetteville,EST,7500,106430
University of Cincinnati College of Medicine,900,2200,Higher Education,,Educational Institution,United States,Cincinnati,EST,7510,106440
University of the Pacific,800,3000,Higher Education,,Educational Institution,United States,Stockton,EST,7520,106450
Utica National Insurance Group,1200,1200,Insurance,"Personal lines: auto, home, renter’s, motorcycle, boat, snowmobile & identity theft., Commercial lines: graphic arts industries, educational institutions, volunteer fire departments, religious institutions, libraries & others., Errors & Omissions coverages, insurance, risk management",Privately Held,United States,New Hartford,EST,7530,106460
VIZIO,2300,400,Consumer Electronics,,Public Company,United States,Irvine,EST,7540,106470
VSP Vision,6000,6300,Hospital & Health Care,"Vision Benefits, Eyewear, Ophthalmic Products and Laboratory Services, Practice Solutions, Retail, Outreach, Fashion, Insurance, Health Tracking Devices, Smart Eyewear",Nonprofit,United States,Rancho Cordova,EST,7550,106480
Vail Resorts,2234,6220,Hospitality,"Hospitality, Retail, Transportation, Mountain, Desitination Based Travel, Guest Service, Ski Resorts, Operations, Food & Beverage, Lodging, Guest Experience, Leadership Development, Sustainability",Public Company,United States,Broomfield,EST,7560,106490
Valassis Marketing Solutions,1100,3100,Advertising Services,,Privately Held,United States,Livonia,EST,7570,106500
Valvoline Inc.,2300,7300,Retail,"Automotive maintenance, Engine maintenance, Fleet maintenance, Retail services",Public Company,United States,Lexington,EST,7580,106510
Ventura Foods,3200,3000,Food Production,,Privately Held,United States,Brea,EST,7590,106520
Ventura Unified School District,300,650,Education Administration Programs,,Educational Institution,United States,"Ventura, Ca  93001",EST,7600,106530
Vericast,1200,5600,Advertising Services,"Data Intelligence, Media Delivery, Campaign Management, Marketing Services, Transaction Solutions",Privately Held,United States,San Antonio,EST,7610,106540
Veritiv Corporation,6090,5200,Transportation/Trucking/Railroad,"print, packaging, facility solutions, supply chain, logistics",Public Company,United States,Atlanta,EST,7620,106550
Vestis Corporation,800,1400,Facilities Services,,Public Company,United States,Roswell,EST,7630,106560
ViacomCBS,25000,25500,Entertainment Providers,,Public Company,United States,New York,EST,7640,106570
Virgin Galactic,150,800,Aviation and Aerospace Component Manufacturing,"Human Spaceflight, Satellite Launch, Space Research, SpaceShipTwo, WhiteKnightTwo, LauncherOne, Aerospace, Virgin Galactic, Space Travel",Public Company,United States,Tustin,EST,7650,106580
"Vishay Intertechnology, Inc.",3100,23000,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,Malvern,EST,7660,106590
Vista,1500,5000,Computer Software,"Small business marketing, Technology, Marketing, Microbusinesses, Software Engineering, Architecture, Finance, Manufacturing, design, eCommerce",Public Company,United States,Waltham,EST,7670,106600
"Volkswagen of America, Inc",9600,3000,Automotive,,Public Company,United States,Herndon,EST,7680,106610
W. L. Gore & Associates,3500,10500,Medical Device,"expanded polytetrafluoroethylene (ePTFE), materials science, membrane technology, polymer technology, healthcare & lifesciences, mobile electronics, industrial & manufacturing, automotive, apparel & textiles, consumer products, aerospace, environmental protection technologies",Privately Held,United States,Newark,EST,7690,106620
W. R. Grace,1900,3500,Chemical Manufacturing,"Catalysts Technologies, Materials Technologies, Fine Chemicals, Specialty Catalysts",Privately Held,United States,Columbia,EST,7700,106630
WEC Energy Group,7800,8000,Utilities,"Electricity generation, Natural gas delivery, Electricity delivery",Public Company,United States,Milwaukee,EST,7710,106640
"WOW! Internet, Cable & Phone",1100,2000,Telecommunications,"Digital Cable, High Speed Internet, Wireless Networking, HDTV, Whole Home HD DVRs, Local and Long Distance Phone, SIP Business Trunking, Business Internet and Data, Cloud and Recovery, Hosted Voice, Business TV and Music, Optical Networking, Data Backup, Data Recovery, Business Voice, Ethernet, Dedicated Internet Access, Voice Trunking, Sales",Public Company,United States,Englewood,EST,7720,106650
Wabash,900,6100,Truck Transportation,"Semi Trailers, Refrigerated Trailers, Flatbed Trailers, Dry Van Trailers, Tank Trailers, Aerodynamic Products, Composite Products, Truck Bodies",Public Company,United States,Lafayette,EST,7730,106660
Watco Companies LLC,1400,3500,Transportation/Trucking/Railroad,"Railroad, Switching, Ports, Logistics, Design and Engineering, Real Estate and Industrial Development, Warehousing, Material Handling and Storage, Wind Energy Logistics, Freight Transportation, Intermodal, Marine Terminals, Transload Terminals, Railcar Repair and Maintenance, Supply Chain, Railcar Storage, Transloading, Vessel Charter, Cargo Handling, Trucking, Stevedoring, Inventory Management, Barge , Marine Operations",Privately Held,United States,Pittsburg,EST,7740,106670
Wayne Farms,2200,9000,Food and Beverage Manufacturing,"Poultry Processing, Hatcheries, Feed Mills, Research & Development, Prepared Foods, Sales & Marketing, Accounting & Finance, Legal, Human Resources, Food Safety & Quality, Information Technology, Live Production, Recruitment, Technical Services, Procurement",Privately Held,United States,Oakwood,EST,7750,106680
Weber LLC,1800,2000,Consumer Goods,"BBQ Grills, Grilling Accesories",Privately Held,United States,Palatine,EST,7760,106690
West Marine,900,5000,Retail,"boating, fishing, sailing, watersports",Privately Held,United States,Fort Lauderdale,EST,7770,106700
West Pharmaceutical Services,2200,7200,Pharmaceutical Manufacturing,"Pharmaceutical Packaging Systems, Pharmaceutical Delivery Systems",Public Company,United States,Exton,EST,7780,106710
Westcon-Comstor,2200,2500,IT Services and IT Consulting,"Data Centre, Collaboration, Security, Networking Infrastructure, Global Deployment, Circular Technology, Support Services, Cyber Security, IT Distributor",Privately Held,United States,Tarrytown,EST,7790,106720
Western Michigan University,400,3000,Higher Education,,Educational Institution,United States,Kalamazoo,EST,7800,106730
White Lodging,1200,1800,Hospitality,"hospitality, hotel management, food, beverage, operations",Privately Held,United States,Merrillville,EST,7810,106740
Wiley,1900,7000,Publishing,"Research, Education, Publishing, Assessment, Certification, Learning, Higher Education, Digital Education, Professional Development, Technology, Digital Content, Talent Solutions, Education Services, Education Management, IT Services and IT Consulting, Professional Training and Coaching, E-learning Providers, Research Services, Human Resource Services, Technology, Information and Media, Software Development, Science",Public Company,United States,Hoboken,EST,7820,106750
Williams,8500,4700,Oil and Gas,"Natural Gas, Energy, Renewable Energy",Public Company,United States,Tulsa,EST,7830,106760
Worthington Industries,5300,20000,Consumer Goods,"flat rolled steel, metal ceiling grid systems, pressure cylinders, alternative fuels, steel pallets, past model automotive service stampings, laser welded blanks",Public Company,United States,Worthington,EST,7840,106770
Wyndham Hotels & Resorts,1397,2300,Hospitality,,Public Company,United States,Parsippany,EST,7850,106780
YASH Technologies,300,6800,Information Technology & Services,"Information Management Services, Infrastructure Services, Lifecycle Management, Mobility Services, Quality Assurance and Testing Services, Data Analytics , RPA, machinelearning, automation, big data, robotic process automation, Artificial Intelligence, SAP, Cloud, Application Management Services",Privately Held,United States,East Moline,EST,7860,106790
"Zakat, Tax and Customs Authority",600,1200,Government Administration,"Zakat, Tax, VAT, customs",Government Agency,Saudi Arabia,Saudi Arabia,AST,7870,106800
alfanar,3000,7000,"Appliances, Electrical, and Electronics Manufacturing",,Privately Held,Saudi Arabia,Riyadh,AST,7890,106810
cxLoyalty,700,3100,Travel Arrangements,"Full Service Loyalty Provider, Loyalty Fulfillment, Rewards & Incentives Programs, Loyalty Programs, Travel Technology & Fulfillment, Membership Travel, Contact Center, Travel Agency, Loyalty Marketing",Public Company,United States,Stamford,EST,7900,106820
doTERRA International LLC,2000,3800,"Health, Wellness & Fitness","Essential Oils, Weight Management, Skin Care, Nutrition, Wellness, Health, Beauty",Privately Held,United States,Pleasant Grove,EST,7910,106830
doTERRA Wellness Advocate,1500,1300,Wellness and Fitness Services,,Public Company,United States,Pleasant Grove,EST,7920,106840
dormakaba Americas,3200,9400,Wholesale Building Materials,"Door Hardware, Automatic/Revolving Doors, Glass Systems, Space Division Products, Electronic Access Control, Entrance Systems, Safe Locks, Maintenance and Installation Services, Workforce Solutions, Lodging Electronic Locking Solutions and Access Control Systems",Public Company,United States,Indianapolis,EST,7930,106850
du,3000,2000,Telecommunications,"Telecommunication, Media, Advertising, Technology.",Public Company,United Arab Emirates,Dubai,GST,7940,106860
eXtra (United Electronics Co.),1100,2000,Retail,"After Sales Services, consumer goods, customer service, electronics, retail",Public Company,Saudi Arabia,Al-Khobar,AST,7950,106870
geidea,200,1200,Financial Services,"Point of Sale, payments , applications, Digital Banking",Privately Held,Saudi Arabia,Riyadh,AST,7960,106880
school-board-of-broward-county,9000,31000,Education Administration Programs,,Educational,United States,Fort Lauderdale,EST,7970,106890
